sentence,label,prompt,logprob_negative,logprob_positive,pred_label,correct
directed in a paint-by-numbers manner . ,0,"Review: directed in a paint-by-numbers manner . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.1501307,-4.8283877,1,False
k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ,0,"Review: k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.4377923,-6.251429,1,False
"at its best , queen is campy fun like the vincent price horror classics of the '60s . ",1,"Review: at its best , queen is campy fun like the vincent price horror classics of the '60s . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7624443,-3.7140207,1,True
"it 's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . ",1,"Review: it 's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.9713438,-3.7056346,1,True
the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,1,"Review: the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.580868,-5.10223,1,True
cool ? ,1,"Review: cool ? 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.4028726,-2.9379604,1,True
"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises ",1,"Review: deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.1072474,-4.562371,1,True
"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",0,"Review: even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.0767107,-4.618535,1,False
the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ,0,"Review: the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.896776,-4.6713734,1,False
"at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history . ",1,"Review: at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.9964743,-5.5281057,1,True
"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . ",1,"Review: the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.6068983,-4.261138,1,True
jones ... does offer a brutal form of charisma . ,1,"Review: jones ... does offer a brutal form of charisma . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.3667636,-4.350895,1,True
its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ,0,"Review: its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.193696,-3.8680506,1,False
travels a fascinating arc from hope and euphoria to reality and disillusionment . ,1,"Review: travels a fascinating arc from hope and euphoria to reality and disillusionment . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.996478,-5.3079176,1,True
serving sara does n't serve up a whole lot of laughs . ,0,"Review: serving sara does n't serve up a whole lot of laughs . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.6447554,-4.4380064,1,False
"the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet . ",1,"Review: the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.2241473,-3.792148,1,True
"fun , flip and terribly hip bit of cinematic entertainment . ",1,"Review: fun , flip and terribly hip bit of cinematic entertainment . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.9693203,-3.7233257,1,True
"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . ",0,"Review: the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.0668225,-3.7381635,1,False
the wild thornberrys movie is a jolly surprise . ,1,"Review: the wild thornberrys movie is a jolly surprise . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.6102347,-3.2640624,1,True
"entertains by providing good , lively company . ",1,"Review: entertains by providing good , lively company . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.405839,-4.759141,1,True
"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work . ",1,"Review: a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.6729116,-5.2821417,1,True
